user_id,item_id,rating
12108,2071,3
12108,2662,3
12108,687,5
20855,28367,5
20855,22249,5
20855,7837,5
5869,21207,5
5869,8754,5
2212,5587,2
2212,23956,5
2212,10872,1
11796,15421,4
11796,967,5
11796,17342,5
16421,4448,3
16421,4084,4
16421,9554,5
16421,18332,5
16421,27661,5
16421,13093,4
16421,2497,4
16421,14093,5
16421,967,4
16421,11919,5
16421,16308,5
16421,3576,4
16421,16959,3
15650,486,5
15650,1522,5
15650,224,5
6033,20517,3
6033,18211,2
6033,13695,3
7831,4897,5
7831,486,5
7831,834,5
6232,255,5
6232,10400,5
6232,5785,4
6232,17962,5
1303,1275,3
1303,4956,4
1303,4601,5
1303,12474,5
3032,100,5
3032,518,5
3032,3470,5
16667,732,5
16667,30415,5
16667,3266,5
9546,2779,4
9546,100,5
9546,15219,5
9546,29244,4
9546,2871,5
10465,3284,5
10465,3511,5
10465,403,3
10465,100,4
10465,2854,3
10465,6138,4
10465,3058,3
10465,2001,4
10465,302,5
10465,1690,4
10465,7470,5
20966,15690,4
20966,1921,4
20966,381,5
20966,1738,4
20966,6185,4
20966,5719,5
20966,7885,5
10099,454,4
10099,10618,3
10099,23340,5
10099,100,4
8242,3069,5
8242,8245,5
8242,24757,5
8242,99,5
8242,16753,5
8242,200,5
8242,26399,5
8242,22804,3
8242,11097,5
8242,14801,5
6711,3202,5
6711,3947,5
6711,4681,3
6711,4171,5
6711,3640,4
13250,7753,5
13250,19473,5
13250,1974,5
13250,691,5
19413,10756,2
19413,5258,5
19413,7120,2
12732,17304,5
12732,546,5
12732,27875,5
12732,25509,5
862,684,5
862,27283,5
862,2966,5
3635,8126,5
3635,30802,5
4624,7145,5
4624,465,5
4624,4138,5
8450,17927,5
8450,24043,5
8450,7663,5
8450,20988,5
5090,5609,5
5090,2617,4
5090,1979,1
5090,10261,5
15546,1600,4
15546,687,5
15546,239,3
15546,2610,3
15546,9166,5
15546,2617,3
15546,12188,4
16757,30446,5
16757,791,5
16757,7046,4
9830,7151,5
9830,5363,5
9830,25684,3
1962,230,5
1962,17958,5
1962,1393,5
2948,10088,5
2948,5616,5
2948,19064,5
2948,3428,5
2948,9553,4
2948,18389,5
5679,25972,5
5679,15201,5
5679,2582,4
13410,2360,4
13410,76,4
13410,1467,3
13410,1400,3
13410,10462,3
7906,30387,5
7906,12244,5
7906,6622,5
7906,3106,5
7906,5972,5
18563,3426,5
18563,79,5
18563,2053,5
17362,1384,5
17362,12870,5
17362,3299,5
17362,2399,3
17362,14092,4
17362,550,4
8451,5985,4
8451,10385,4
8451,198,4
8451,6854,5
8451,3941,5
8451,12484,3
3980,11571,1
3980,5985,5
3980,1900,5
3980,147,3
3980,14733,4
3980,4425,4
3980,1593,1
3980,1702,5
3980,1745,4
3980,2530,5
3980,12244,5
3980,4903,5
3980,1848,5
3980,1843,3
3980,8859,5
3980,1852,3
3980,6703,4
3980,1632,5
3980,1681,5
3980,6179,3
3980,1381,2
3980,1854,5
3980,2020,3
3980,6684,2
3980,1748,5
3980,1939,5
3980,141,4
3980,7970,3
15054,4290,3
15054,966,2
15054,518,4
15054,198,5
15054,963,4
8422,1604,5
8422,496,5
8422,145,5
8422,2189,3
8422,7452,5
8422,198,5
1405,24312,5
1405,3609,5
1405,10567,5
1405,14476,5
1405,1288,5
6794,21714,4
6794,6580,3
6794,3850,5
6794,8527,5
1067,3710,4
1067,30330,5
1067,85,5
1067,23315,3
1067,3371,5
9499,5571,5
9499,432,5
9499,10224,2
9499,7,5
9499,12449,5
15694,1432,4
15694,10294,4
15694,698,4
15694,5837,5
15899,156,5
15899,3010,5
15899,16554,5
15899,13601,5
15641,18721,4
15641,432,4
15641,821,5
15641,29583,5
15641,7769,4
15641,23754,5
15641,2021,5
15641,56,4
15641,3404,2
15641,10053,5
15641,10188,5
15641,243,4
15641,684,5
15641,24298,3
15641,267,2
15641,5412,2
15641,10216,5
15641,5538,4
15641,599,5
18584,3590,5
18584,9417,4
18584,113,5
18584,3980,5
4508,2850,5
4508,1974,3
4508,432,5
4508,16494,3
3810,4180,5
3810,27973,5
3810,22816,4
3810,432,4
1943,85,2
1943,3119,4
1943,1367,5
1943,2094,4
1943,930,5
1943,3581,5
1943,76,2
1943,3475,5
1943,20787,5
1943,781,3
1943,8475,5
1943,2702,5
1943,16748,5
13812,88,5
13812,432,5
13812,4838,4
13812,4685,1
13812,25400,3
13812,2246,5
13812,3960,5
15998,6826,1
15998,18028,5
15998,23760,5
15998,1645,5
15998,8165,5
15998,9871,5
15998,23195,5
15998,6440,4
17669,641,3
17669,11618,3
17669,4977,4
17669,6329,3
