user_id,item_id,rating
12108,1,2
12108,2,5
12108,3,4
12108,4,4
12108,5,5
12108,6,2
12108,7,4
20855,8,4
20855,9,5
20855,10,5
20855,11,5
20855,12,5
20855,13,5
20855,14,5
20855,15,5
5869,16,5
5869,9,4
5869,17,5
5869,18,5
5869,19,5
5869,20,5
2212,21,3
2212,22,5
2212,23,5
2212,24,5
2212,25,5
2212,26,5
11796,9,5
11796,27,5
11796,28,5
11796,29,5
11796,30,5
11796,31,1
16421,32,4
16421,33,5
16421,34,5
16421,35,5
16421,36,5
16421,37,5
16421,38,5
16421,39,5
16421,40,5
16421,41,5
16421,42,4
16421,43,5
16421,44,4
16421,45,5
16421,46,5
16421,47,5
16421,48,5
16421,49,5
16421,50,4
16421,51,5
16421,52,5
16421,53,4
16421,54,5
16421,55,5
16421,56,5
16421,57,5
15650,58,5
15650,59,3
15650,60,5
15650,61,4
15650,62,5
15650,63,5
6033,64,5
6033,65,4
6033,66,2
6033,67,2
6033,68,5
6033,69,3
7831,70,5
7831,71,1
7831,72,4
7831,73,4
7831,74,5
7831,75,5
6232,76,5
6232,77,5
6232,78,3
6232,79,5
6232,80,5
6232,81,5
6232,82,4
6232,83,5
6232,84,5
6232,85,5
6232,86,5
1303,87,5
1303,88,5
1303,89,5
1303,90,3
1303,91,4
1303,92,5
1303,93,5
3032,94,5
3032,95,5
3032,96,5
3032,97,5
3032,98,5
3032,99,5
16667,100,5
16667,101,5
16667,102,5
16667,103,5
16667,104,5
16667,105,5
16667,106,5
16667,107,1
9546,108,5
9546,109,3
9546,110,5
9546,111,4
9546,112,5
9546,113,5
9546,114,5
9546,115,5
9546,116,5
9546,117,5
9546,118,5
10465,119,5
10465,120,5
10465,121,5
10465,122,4
10465,123,5
10465,124,5
10465,125,5
10465,126,4
10465,127,5
10465,128,5
10465,129,2
10465,130,3
10465,131,5
10465,132,4
10465,133,4
10465,134,5
10465,135,5
10465,136,4
10465,137,4
10465,138,3
10465,139,5
10465,140,5
20966,141,4
20966,142,3
20966,143,5
20966,144,5
20966,145,5
20966,146,3
20966,147,2
20966,148,3
20966,149,5
20966,150,4
20966,100,5
20966,151,4
20966,152,4
20966,153,4
10099,154,4
10099,155,3
10099,156,5
10099,157,4
10099,158,5
10099,159,4
10099,160,4
8242,161,3
8242,162,5
8242,163,4
8242,164,5
8242,165,5
8242,166,5
8242,167,5
8242,168,4
8242,169,5
8242,170,5
8242,171,5
8242,104,5
8242,172,5
8242,173,4
8242,174,5
8242,175,5
8242,176,5
8242,177,5
8242,178,5
8242,179,5
8242,180,5
8242,39,5
8242,181,5
6711,182,4
6711,183,5
6711,184,5
6711,185,5
6711,186,5
6711,187,5
6711,188,5
6711,189,4
13250,190,5
13250,191,5
13250,192,5
13250,193,5
13250,194,5
13250,195,4
13250,196,5
13250,197,5
13250,198,5
19413,199,5
19413,198,5
19413,85,5
19413,200,5
19413,201,3
19413,202,5
12732,203,5
12732,204,5
12732,205,2
12732,198,5
12732,206,5
12732,207,5
12732,208,5
12732,209,5
12732,210,5
12732,211,5
12732,212,5
862,213,5
862,198,5
862,214,5
862,215,5
862,216,5
862,217,5
3635,218,5
3635,219,5
3635,220,5
3635,221,5
3635,198,5
3635,61,5
4624,222,5
4624,127,3
4624,198,4
4624,223,5
4624,224,5
4624,225,3
4624,226,4
4624,227,5
4624,228,4
8450,229,5
8450,230,5
8450,231,5
8450,232,5
8450,233,5
8450,234,5
8450,235,5
8450,236,5
8450,237,5
8450,238,5
5090,239,4
5090,240,5
5090,241,4
5090,242,4
5090,243,1
5090,244,5
15546,245,5
15546,246,4
15546,247,3
15546,248,5
15546,249,4
15546,250,3
15546,251,4
15546,252,4
15546,253,4
15546,254,5
15546,255,5
15546,256,5
15546,257,4
16757,258,4
16757,259,5
16757,260,5
16757,261,3
16757,262,5
16757,263,4
16757,264,4
9830,265,5
9830,198,5
9830,266,2
9830,267,1
9830,268,5
9830,269,5
1962,270,5
1962,198,5
1962,271,5
1962,272,5
1962,273,5
1962,274,5
2948,275,1
2948,276,5
2948,277,5
2948,278,5
2948,279,4
2948,280,4
2948,281,1
2948,282,4
2948,283,2
2948,284,5
2948,285,5
2948,286,5
2948,287,1
5679,78,5
5679,288,5
5679,289,4
5679,290,4
5679,291,4
5679,292,4
5679,293,5
5679,294,5
5679,295,5
13410,296,4
13410,297,5
13410,298,5
13410,299,5
13410,85,4
13410,300,2
13410,301,3
13410,302,3
13410,303,2
7906,304,5
7906,305,5
7906,306,5
7906,139,5
7906,216,5
7906,307,5
7906,308,5
7906,309,5
7906,310,5
7906,311,5
7906,312,5
7906,313,5
7906,314,4
7906,315,5
7906,316,4
18563,317,4
18563,318,5
18563,199,5
18563,319,5
18563,320,5
18563,321,5
17362,322,5
17362,323,5
17362,324,5
17362,325,4
17362,326,5
17362,327,5
17362,328,3
17362,198,5
17362,329,3
17362,330,5
17362,331,3
17362,332,5
17362,333,5
17362,334,5
17362,335,5
8451,336,5
8451,337,5
8451,338,5
8451,339,5
8451,340,5
8451,341,5
8451,342,5
8451,343,5
8451,344,5
8451,345,5
3980,346,4
3980,347,5
3980,348,5
3980,349,3
3980,38,5
3980,350,5
3980,351,4
3980,352,5
3980,353,5
3980,354,5
3980,355,5
3980,356,5
3980,357,5
3980,358,5
3980,359,5
3980,360,5
3980,361,4
3980,362,5
3980,363,5
3980,364,4
3980,365,4
3980,366,5
3980,367,5
3980,368,5
3980,369,5
3980,370,5
3980,371,5
3980,372,4
3980,198,5
3980,373,5
3980,374,3
3980,375,5
3980,376,5
3980,377,5
3980,378,5
3980,379,5
3980,380,5
3980,381,3
3980,382,5
3980,383,5
3980,384,5
3980,385,5
3980,386,2
3980,387,4
3980,388,1
3980,389,5
3980,390,4
3980,391,5
3980,392,3
3980,393,5
3980,394,3
3980,395,5
3980,396,5
3980,397,5
3980,398,5
3980,399,4
3980,400,4
3980,401,3
15054,402,5
15054,403,4
15054,404,4
15054,102,5
15054,405,5
15054,6,4
15054,406,5
15054,407,1
8422,408,5
8422,409,5
8422,410,5
8422,411,5
8422,412,5
8422,397,1
8422,413,4
8422,414,2
8422,415,5
8422,416,5
8422,417,5
8422,418,3
8422,419,4
8422,309,5
8422,420,5
8422,421,3
8422,422,5
8422,423,4
1405,424,5
1405,425,1
1405,426,2
1405,427,5
1405,428,5
1405,429,5
1405,430,5
1405,431,1
6794,432,3
6794,433,3
6794,434,5
6794,435,5
6794,436,4
6794,437,4
6794,438,5
6794,439,5
1067,296,5
1067,172,1
1067,425,5
1067,440,3
1067,441,3
1067,442,3
1067,308,5
1067,443,5
1067,444,5
1067,445,3
1067,446,5
1067,447,5
9499,448,5
9499,449,5
9499,450,5
9499,451,5
9499,452,1
9499,453,5
9499,454,5
9499,455,1
9499,456,5
9499,457,5
9499,458,5
9499,459,5
15694,460,5
15694,461,5
15694,432,5
15694,462,4
15694,463,5
15694,268,4
15694,464,4
15899,465,3
15899,466,5
15899,467,4
15899,468,3
15899,432,1
15899,469,5
15899,470,4
15899,471,1
15899,472,1
15641,473,4
15641,474,5
15641,475,5
15641,476,5
15641,477,5
15641,478,5
15641,479,5
15641,480,5
15641,122,4
15641,103,1
15641,481,5
15641,482,5
15641,483,5
15641,484,2
15641,485,5
15641,486,3
15641,487,2
15641,488,4
15641,228,5
15641,489,4
15641,490,5
15641,491,4
15641,492,1
15641,493,5
15641,494,5
15641,495,1
15641,496,5
15641,497,5
15641,498,1
15641,499,4
15641,500,4
15641,501,5
15641,502,5
15641,503,4
15641,504,5
15641,505,4
15641,506,2
15641,507,5
15641,508,5
15641,509,3
15641,510,5
15641,511,3
18584,512,3
18584,513,5
18584,514,5
18584,515,4
18584,516,4
18584,517,5
18584,518,5
18584,519,5
18584,520,3
4508,521,2
4508,522,4
4508,523,5
4508,524,5
4508,525,5
4508,129,3
3810,268,2
3810,526,5
3810,527,5
3810,528,4
3810,529,5
3810,530,5
1943,531,5
1943,532,5
1943,200,5
1943,533,5
1943,534,1
1943,535,3
1943,536,5
1943,537,5
1943,538,5
1943,539,5
1943,540,5
1943,541,3
1943,432,5
1943,542,1
1943,543,2
1943,544,5
1943,545,1
1943,296,2
1943,546,5
1943,547,5
1943,299,5
1943,548,5
1943,549,5
1943,550,3
1943,551,5
1943,552,2
13812,553,5
13812,554,4
13812,555,4
13812,556,5
13812,557,4
13812,558,4
13812,559,2
13812,560,4
13812,561,5
13812,562,5
13812,563,5
13812,199,4
13812,564,5
13812,565,3
15998,566,5
15998,567,3
15998,568,2
15998,569,5
15998,570,5
15998,571,5
15998,572,5
15998,101,3
15998,573,3
15998,574,5
15998,575,5
15998,576,5
15998,577,5
15998,578,5
17669,579,3
17669,580,3
17669,581,5
17669,582,2
17669,583,4
17669,266,2
1023,584,2
1023,585,4
1023,586,5
1023,587,5
1023,588,4
1023,589,5
1023,590,5
1023,591,2
7444,592,5
7444,593,5
7444,594,5
7444,595,5
7444,596,4
7444,597,5
7444,598,3
7444,599,5
7444,600,3
7444,601,5
8174,602,5
8174,603,5
8174,604,5
8174,605,4
8174,606,5
8174,607,1
8950,608,4
8950,609,5
8950,72,5
8950,610,5
8950,611,4
8950,612,3
8950,613,5
8950,614,5
11158,615,5
11158,616,1
11158,617,5
11158,618,2
11158,85,2
11158,619,1
11158,620,1
11158,621,5
11158,622,5
11158,623,5
11158,624,5
11158,625,1
11158,626,3
11158,627,1
11158,628,5
11158,629,1
11158,630,5
11158,631,1
11158,632,1
11158,272,1
11158,633,5
11158,634,5
17236,635,4
17236,636,5
17236,613,5
17236,637,5
17236,638,4
17236,639,5
17236,640,5
17236,641,5
17236,642,5
6976,643,5
6976,644,5
6976,645,5
6976,646,5
6976,647,5
6976,648,5
20019,649,5
20019,650,5
20019,651,5
20019,652,5
20019,653,3
20019,613,5
20019,654,5
20019,655,5
20019,656,1
20019,657,5
20019,658,5
16298,659,2
16298,660,5
16298,661,3
16298,613,2
16298,403,4
16298,662,4
16298,663,5
15740,664,5
15740,665,5
15740,666,5
15740,667,5
15740,668,4
15740,669,5
15740,613,5
15740,670,5
15740,671,5
12054,672,5
12054,673,5
12054,674,5
12054,613,3
12054,675,3
12054,676,5
12054,677,5
16285,678,2
16285,679,5
16285,680,5
16285,681,5
16285,682,5
16285,683,5
9056,684,5
9056,685,5
9056,686,5
9056,687,5
9056,79,5
9056,688,5
9056,689,5
9056,613,5
11467,690,5
11467,99,5
11467,95,5
11467,691,5
11467,613,5
11467,692,5
11467,693,5
16262,354,5
16262,694,5
16262,695,5
16262,696,5
16262,697,5
16262,602,5
4627,698,5
4627,699,5
4627,415,5
4627,700,5
4627,701,5
4627,702,5
7482,703,5
7482,704,5
7482,705,4
7482,706,4
7482,707,5
7482,708,5
7482,709,5
7482,710,4
7482,711,4
7482,712,5
7482,713,5
7482,714,5
7482,715,4
7482,716,4
7482,717,5
7482,718,5
7482,719,5
2658,709,5
2658,720,2
2658,721,5
2658,722,5
2658,723,4
2658,122,4
2658,724,5
2658,725,2
2658,726,5
2658,431,5
2658,727,4
2658,728,5
2658,729,5
9555,268,5
9555,730,4
9555,99,5
9555,731,5
9555,709,5
9555,732,5
9555,733,5
970,734,1
970,735,5
970,736,5
970,737,5
970,738,5
970,739,4
17020,740,1
17020,741,4
17020,732,4
17020,742,5
17020,103,4
17020,743,5
17020,744,5
17020,745,4
17020,746,3
17020,222,5
17020,747,4
17020,748,5
3468,749,4
3468,750,2
3468,300,3
3468,751,4
3468,746,3
3468,752,5
3468,753,5
3468,754,5
3468,739,3
3468,755,5
1586,739,4
1586,756,5
1586,757,3
1586,758,3
1586,759,4
1586,760,5
1586,761,5
1586,762,3
1586,763,5
1586,764,5
8226,765,5
8226,766,1
8226,767,5
8226,768,1
8226,769,5
8226,770,5
8226,328,4
8226,771,1
8226,772,1
8226,773,1
11664,774,5
11664,156,5
11664,775,4
11664,776,5
11664,777,5
11664,778,5
11664,779,5
11664,780,4
11664,781,5
11664,782,5
11664,462,4
11664,783,5
11664,784,5
11664,785,5
11664,786,4
11664,787,5
11664,788,5
19772,789,2
19772,790,5
19772,791,5
19772,792,5
19772,793,5
19772,794,1
19772,795,5
13362,796,5
13362,797,5
13362,798,5
13362,799,5
13362,800,4
13362,801,3
13362,802,5
13362,803,4
4593,804,5
4593,805,5
4593,806,5
4593,807,5
4593,808,5
4593,809,3
